,verb,count,presente yo,presente tú,"presente él, ella, Ud.",presente nosotros,presente vosotros,"presente ellos, ellas, Uds.",presente vos,imperfecto yo,imperfecto tú,"imperfecto él, ella, Ud.",imperfecto nosotros,imperfecto vosotros,"imperfecto ellos, ellas, Uds.",imperfecto vos,pretérito yo,pretérito tú,"pretérito él, ella, Ud.",pretérito nosotros,pretérito vosotros,"pretérito ellos, ellas, Uds.",pretérito vos,futuro yo,futuro tú,"futuro él, ella, Ud.",futuro nosotros,futuro vosotros,"futuro ellos, ellas, Uds.",futuro vos,condicional yo,condicional tú,"condicional él, ella, Ud.",condicional nosotros,condicional vosotros,"condicional ellos, ellas, Uds.",condicional vos,prob,en
776,alentar,1570,aliento,alientas,alienta,alentamos,alentáis,alientan,alentás,alentaba,alentabas,alentaba,alentábamos,alentabais,alentaban,alentabas,alenté,alentaste,alentó,alentamos,alentasteis,alentaron,alentaste,alentaré,alentarás,alentará,alentaremos,alentaréis,alentarán,alentarás,alentaría,alentarías,alentaría,alentaríamos,alentaríais,alentarían,alentarías,0.0004517255051125,encouraging
777,refrescar,1570,refresco,refrescas,refresca,refrescamos,refrescáis,refrescan,refrescás,refrescaba,refrescabas,refrescaba,refrescábamos,refrescabais,refrescaban,refrescabas,refresqué,refrescaste,refrescó,refrescamos,refrescasteis,refrescaron,refrescaste,refrescaré,refrescarás,refrescará,refrescaremos,refrescaréis,refrescarán,refrescarás,refrescaría,refrescarías,refrescaría,refrescaríamos,refrescaríais,refrescarían,refrescarías,0.0004517255051125,freshen up
778,pronunciar,1570,pronuncio,pronuncias,pronuncia,pronunciamos,pronunciáis,pronuncian,pronunciás,pronunciaba,pronunciabas,pronunciaba,pronunciábamos,pronunciabais,pronunciaban,pronunciabas,pronuncié,pronunciaste,pronunció,pronunciamos,pronunciasteis,pronunciaron,pronunciaste,pronunciaré,pronunciarás,pronunciará,pronunciaremos,pronunciaréis,pronunciarán,pronunciarás,pronunciaría,pronunciarías,pronunciaría,pronunciaríamos,pronunciaríais,pronunciarían,pronunciarías,0.0004517255051125,pronounce
779,consistir,1570,consisto,consistes,consiste,consistimos,consistís,consisten,consistís,consistía,consistías,consistía,consistíamos,consistíais,consistían,consistías,consistí,consististe,consistió,consistimos,consististeis,consistieron,consististe,consistiré,consistirás,consistirá,consistiremos,consistiréis,consistirán,consistirás,consistiría,consistirías,consistiría,consistiríamos,consistiríais,consistirían,consistirías,0.0004517255051125,consist
780,contradecir,1569,contradigo,contradices,contradice,contradecimos,contradecís,contradicen,contradecís,contradecía,contradecías,contradecía,contradecíamos,contradecíais,contradecían,contradecías,contradije,contradijiste,contradijo,contradijimos,contradijisteis,contradijeron,contradijiste,"contradeciré, contradiré","contradecirás, contradirás","contradecirá, contradirá","contradeciremos, contradiremos","contradeciréis, contradiréis","contradecirán, contradirán","contradecirás, contradirás","contradeciría, contradiría","contradecirías, contradirías","contradeciría, contradiría","contradeciríamos, contradiríamos","contradeciríais, contradiríais","contradecirían, contradirían","contradecirías, contradirías",0.0004514377818608,contradict
781,alejar,1569,alejo,alejas,aleja,alejamos,alejáis,alejan,alejás,alejaba,alejabas,alejaba,alejábamos,alejabais,alejaban,alejabas,alejé,alejaste,alejó,alejamos,alejasteis,alejaron,alejaste,alejaré,alejarás,alejará,alejaremos,alejaréis,alejarán,alejarás,alejaría,alejarías,alejaría,alejaríamos,alejaríais,alejarían,alejarías,0.0004514377818608,Move away.
782,corresponder,1569,correspondo,correspondes,corresponde,correspondemos,correspondéis,corresponden,correspondés,correspondía,correspondías,correspondía,correspondíamos,correspondíais,correspondían,correspondías,correspondí,correspondiste,correspondió,correspondimos,correspondisteis,correspondieron,correspondiste,corresponderé,corresponderás,corresponderá,corresponderemos,corresponderéis,corresponderán,corresponderás,correspondería,corresponderías,correspondería,corresponderíamos,corresponderíais,corresponderían,corresponderías,0.0004514377818608,match
783,espiar,1568,espío,espías,espía,espiamos,espiáis,espían,espiás,espiaba,espiabas,espiaba,espiábamos,espiabais,espiaban,espiabas,espié,espiaste,espió,espiamos,espiasteis,espiaron,espiaste,espiaré,espiarás,espiará,espiaremos,espiaréis,espiarán,espiarás,espiaría,espiarías,espiaría,espiaríamos,espiaríais,espiarían,espiarías,0.0004511500586092,spying
784,consultar,1568,consulto,consultas,consulta,consultamos,consultáis,consultan,consultás,consultaba,consultabas,consultaba,consultábamos,consultabais,consultaban,consultabas,consulté,consultaste,consultó,consultamos,consultasteis,consultaron,consultaste,consultaré,consultarás,consultará,consultaremos,consultaréis,consultarán,consultarás,consultaría,consultarías,consultaría,consultaríamos,consultaríais,consultarían,consultarías,0.0004511500586092,consult
785,estresar,1568,estreso,estresas,estresa,estresamos,estresáis,estresan,estresás,estresaba,estresabas,estresaba,estresábamos,estresabais,estresaban,estresabas,estresé,estresaste,estresó,estresamos,estresasteis,estresaron,estresaste,estresaré,estresarás,estresará,estresaremos,estresaréis,estresarán,estresarás,estresaría,estresarías,estresaría,estresaríamos,estresaríais,estresarían,estresarías,0.0004511500586092,stress
786,revelar,1567,revelo,revelas,revela,revelamos,reveláis,revelan,revelás,revelaba,revelabas,revelaba,revelábamos,revelabais,revelaban,revelabas,revelé,revelaste,reveló,revelamos,revelasteis,revelaron,revelaste,revelaré,revelarás,revelará,revelaremos,revelaréis,revelarán,revelarás,revelaría,revelarías,revelaría,revelaríamos,revelaríais,revelarían,revelarías,0.0004508623353575,reveal
787,reflexionar,1565,reflexiono,reflexionas,reflexiona,reflexionamos,reflexionáis,reflexionan,reflexionás,reflexionaba,reflexionabas,reflexionaba,reflexionábamos,reflexionabais,reflexionaban,reflexionabas,reflexioné,reflexionaste,reflexionó,reflexionamos,reflexionasteis,reflexionaron,reflexionaste,reflexionaré,reflexionarás,reflexionará,reflexionaremos,reflexionaréis,reflexionarán,reflexionarás,reflexionaría,reflexionarías,reflexionaría,reflexionaríamos,reflexionaríais,reflexionarían,reflexionarías,0.0004502868888542,reflect
788,forzar,1565,fuerzo,fuerzas,fuerza,forzamos,forzáis,fuerzan,forzás,forzaba,forzabas,forzaba,forzábamos,forzabais,forzaban,forzabas,forcé,forzaste,forzó,forzamos,forzasteis,forzaron,forzaste,forzaré,forzarás,forzará,forzaremos,forzaréis,forzarán,forzarás,forzaría,forzarías,forzaría,forzaríamos,forzaríais,forzarían,forzarías,0.0004502868888542,force
789,alzar,1564,alzo,alzas,alza,alzamos,alzáis,alzan,alzás,alzaba,alzabas,alzaba,alzábamos,alzabais,alzaban,alzabas,alcé,alzaste,alzó,alzamos,alzasteis,alzaron,alzaste,alzaré,alzarás,alzará,alzaremos,alzaréis,alzarán,alzarás,alzaría,alzarías,alzaría,alzaríamos,alzaríais,alzarían,alzarías,0.0004499991656025,lift
790,respirar,1564,respiro,respiras,respira,respiramos,respiráis,respiran,respirás,respiraba,respirabas,respiraba,respirábamos,respirabais,respiraban,respirabas,respiré,respiraste,respiró,respiramos,respirasteis,respiraron,respiraste,respiraré,respirarás,respirará,respiraremos,respiraréis,respirarán,respirarás,respiraría,respirarías,respiraría,respiraríamos,respiraríais,respirarían,respirarías,0.0004499991656025,breathing
791,deslizar,1564,deslizo,deslizas,desliza,deslizamos,deslizáis,deslizan,deslizás,deslizaba,deslizabas,deslizaba,deslizábamos,deslizabais,deslizaban,deslizabas,deslicé,deslizaste,deslizó,deslizamos,deslizasteis,deslizaron,deslizaste,deslizaré,deslizarás,deslizará,deslizaremos,deslizaréis,deslizarán,deslizarás,deslizaría,deslizarías,deslizaría,deslizaríamos,deslizaríais,deslizarían,deslizarías,0.0004499991656025,slide
792,batir,1564,bato,bates,bate,batimos,batís,baten,batís,batía,batías,batía,batíamos,batíais,batían,batías,batí,batiste,batió,batimos,batisteis,batieron,batiste,batiré,batirás,batirá,batiremos,batiréis,batirán,batirás,batiría,batirías,batiría,batiríamos,batiríais,batirían,batirías,0.0004499991656025,beat
793,comparar,1563,comparo,comparas,compara,comparamos,comparáis,comparan,comparás,comparaba,comparabas,comparaba,comparábamos,comparabais,comparaban,comparabas,comparé,comparaste,comparó,comparamos,comparasteis,compararon,comparaste,compararé,compararás,comparará,compararemos,compararéis,compararán,compararás,compararía,compararías,compararía,compararíamos,compararíais,compararían,compararías,0.0004497114423509,compare
794,posponer,1562,pospongo,pospones,pospone,posponemos,posponéis,posponen,posponés,posponía,posponías,posponía,posponíamos,posponíais,posponían,posponías,pospuse,pospusiste,pospuso,pospusimos,pospusisteis,pospusieron,pospusiste,pospondré,pospondrás,pospondrá,pospondremos,pospondréis,pospondrán,pospondrás,pospondría,pospondrías,pospondría,pospondríamos,pospondríais,pospondrían,pospondrías,0.0004494237190992,Postponement
795,aguar,1561,aguo,aguas,agua,aguamos,aguáis,aguan,aguás,aguaba,aguabas,aguaba,aguábamos,aguabais,aguaban,aguabas,agüé,aguaste,aguó,aguamos,aguasteis,aguaron,aguaste,aguaré,aguarás,aguará,aguaremos,aguaréis,aguarán,aguarás,aguaría,aguarías,aguaría,aguaríamos,aguaríais,aguarían,aguarías,0.0004491359958475,aguar
796,cultivar,1557,cultivo,cultivas,cultiva,cultivamos,cultiváis,cultivan,cultivás,cultivaba,cultivabas,cultivaba,cultivábamos,cultivabais,cultivaban,cultivabas,cultivé,cultivaste,cultivó,cultivamos,cultivasteis,cultivaron,cultivaste,cultivaré,cultivarás,cultivará,cultivaremos,cultivaréis,cultivarán,cultivarás,cultivaría,cultivarías,cultivaría,cultivaríamos,cultivaríais,cultivarían,cultivarías,0.0004479851028409,cultivar
797,aterrorizar,1556,aterrorizo,aterrorizas,aterroriza,aterrorizamos,aterrorizáis,aterrorizan,aterrorizás,aterrorizaba,aterrorizabas,aterrorizaba,aterrorizábamos,aterrorizabais,aterrorizaban,aterrorizabas,aterroricé,aterrorizaste,aterrorizó,aterrorizamos,aterrorizasteis,aterrorizaron,aterrorizaste,aterrorizaré,aterrorizarás,aterrorizará,aterrorizaremos,aterrorizaréis,aterrorizarán,aterrorizarás,aterrorizaría,aterrorizarías,aterrorizaría,aterrorizaríamos,aterrorizaríais,aterrorizarían,aterrorizarías,0.0004476973795892,Terrify
798,absorber,1556,absorbo,absorbes,absorbe,absorbemos,absorbéis,absorben,absorbés,absorbía,absorbías,absorbía,absorbíamos,absorbíais,absorbían,absorbías,absorbí,absorbiste,absorbió,absorbimos,absorbisteis,absorbieron,absorbiste,absorberé,absorberás,absorberá,absorberemos,absorberéis,absorberán,absorberás,absorbería,absorberías,absorbería,absorberíamos,absorberíais,absorberían,absorberías,0.0004476973795892,absorb
799,bullir,1555,bullo,bulles,bulle,bullimos,bullís,bullen,bullís,bullía,bullías,bullía,bullíamos,bullíais,bullían,bullías,bullí,bulliste,bulló,bullimos,bullisteis,bulleron,bulliste,bulliré,bullirás,bullirá,bulliremos,bulliréis,bullirán,bullirás,bulliría,bullirías,bulliría,bulliríamos,bulliríais,bullirían,bullirías,0.0004474096563375,bullir
800,combatir,1555,combato,combates,combate,combatimos,combatís,combaten,combatís,combatía,combatías,combatía,combatíamos,combatíais,combatían,combatías,combatí,combatiste,combatió,combatimos,combatisteis,combatieron,combatiste,combatiré,combatirás,combatirá,combatiremos,combatiréis,combatirán,combatirás,combatiría,combatirías,combatiría,combatiríamos,combatiríais,combatirían,combatirías,0.0004474096563375,combat
801,anochecer,1554,anochezco,anocheces,anochece,anochecemos,anochecéis,anochecen,anochecés,anochecía,anochecías,anochecía,anochecíamos,anochecíais,anochecían,anochecías,anochecí,anocheciste,anocheció,anochecimos,anochecisteis,anochecieron,anocheciste,anocheceré,anochecerás,anochecerá,anocheceremos,anocheceréis,anochecerán,anochecerás,anochecería,anochecerías,anochecería,anocheceríamos,anocheceríais,anochecerían,anochecerías,0.0004471219330859,dusk
802,ajustar,1554,ajusto,ajustas,ajusta,ajustamos,ajustáis,ajustan,ajustás,ajustaba,ajustabas,ajustaba,ajustábamos,ajustabais,ajustaban,ajustabas,ajusté,ajustaste,ajustó,ajustamos,ajustasteis,ajustaron,ajustaste,ajustaré,ajustarás,ajustará,ajustaremos,ajustaréis,ajustarán,ajustarás,ajustaría,ajustarías,ajustaría,ajustaríamos,ajustaríais,ajustarían,ajustarías,0.0004471219330859,adjust
803,curar,1553,curo,curas,cura,curamos,curáis,curan,curás,curaba,curabas,curaba,curábamos,curabais,curaban,curabas,curé,curaste,curó,curamos,curasteis,curaron,curaste,curaré,curarás,curará,curaremos,curaréis,curarán,curarás,curaría,curarías,curaría,curaríamos,curaríais,curarían,curarías,0.0004468342098342,curing
804,estirar,1553,estiro,estiras,estira,estiramos,estiráis,estiran,estirás,estiraba,estirabas,estiraba,estirábamos,estirabais,estiraban,estirabas,estiré,estiraste,estiró,estiramos,estirasteis,estiraron,estiraste,estiraré,estirarás,estirará,estiraremos,estiraréis,estirarán,estirarás,estiraría,estirarías,estiraría,estiraríamos,estiraríais,estirarían,estirarías,0.0004468342098342,stretch
805,abreviar,1551,abrevio,abrevias,abrevia,abreviamos,abreviáis,abrevian,abreviás,abreviaba,abreviabas,abreviaba,abreviábamos,abreviabais,abreviaban,abreviabas,abrevié,abreviaste,abrevió,abreviamos,abreviasteis,abreviaron,abreviaste,abreviaré,abreviarás,abreviará,abreviaremos,abreviaréis,abreviarán,abreviarás,abreviaría,abreviarías,abreviaría,abreviaríamos,abreviaríais,abreviarían,abreviarías,0.0004462587633309,abbreviate
806,absorver,1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004462587633309,absorb
807,alumbrar,1551,alumbro,alumbras,alumbra,alumbramos,alumbráis,alumbran,alumbrás,alumbraba,alumbrabas,alumbraba,alumbrábamos,alumbrabais,alumbraban,alumbrabas,alumbré,alumbraste,alumbró,alumbramos,alumbrasteis,alumbraron,alumbraste,alumbraré,alumbrarás,alumbrará,alumbraremos,alumbraréis,alumbrarán,alumbrarás,alumbraría,alumbrarías,alumbraría,alumbraríamos,alumbraríais,alumbrarían,alumbrarías,0.0004462587633309,lighting
808,representar,1550,represento,representas,representa,representamos,representáis,representan,representás,representaba,representabas,representaba,representábamos,representabais,representaban,representabas,representé,representaste,representó,representamos,representasteis,representaron,representaste,representaré,representarás,representará,representaremos,representaréis,representarán,representarás,representaría,representarías,representaría,representaríamos,representaríais,representarían,representarías,0.0004459710400792,represent
809,acusar,1549,acuso,acusas,acusa,acusamos,acusáis,acusan,acusás,acusaba,acusabas,acusaba,acusábamos,acusabais,acusaban,acusabas,acusé,acusaste,acusó,acusamos,acusasteis,acusaron,acusaste,acusaré,acusarás,acusará,acusaremos,acusaréis,acusarán,acusarás,acusaría,acusarías,acusaría,acusaríamos,acusaríais,acusarían,acusarías,0.0004456833168276,accuse
810,certificar,1548,certifico,certificas,certifica,certificamos,certificáis,certifican,certificás,certificaba,certificabas,certificaba,certificábamos,certificabais,certificaban,certificabas,certifiqué,certificaste,certificó,certificamos,certificasteis,certificaron,certificaste,certificaré,certificarás,certificará,certificaremos,certificaréis,certificarán,certificarás,certificaría,certificarías,certificaría,certificaríamos,certificaríais,certificarían,certificarías,0.0004453955935759,certify
811,arruinar,1547,arruino,arruinas,arruina,arruinamos,arruináis,arruinan,arruinás,arruinaba,arruinabas,arruinaba,arruinábamos,arruinabais,arruinaban,arruinabas,arruiné,arruinaste,arruinó,arruinamos,arruinasteis,arruinaron,arruinaste,arruinaré,arruinarás,arruinará,arruinaremos,arruinaréis,arruinarán,arruinarás,arruinaría,arruinarías,arruinaría,arruinaríamos,arruinaríais,arruinarían,arruinarías,0.0004451078703242,ruin
812,ampliar,1546,amplío,amplías,amplía,ampliamos,ampliáis,amplían,ampliás,ampliaba,ampliabas,ampliaba,ampliábamos,ampliabais,ampliaban,ampliabas,amplié,ampliaste,amplió,ampliamos,ampliasteis,ampliaron,ampliaste,ampliaré,ampliarás,ampliará,ampliaremos,ampliaréis,ampliarán,ampliarás,ampliaría,ampliarías,ampliaría,ampliaríamos,ampliaríais,ampliarían,ampliarías,0.0004448201470726,enlarge
813,almacenar,1545,almaceno,almacenas,almacena,almacenamos,almacenáis,almacenan,almacenás,almacenaba,almacenabas,almacenaba,almacenábamos,almacenabais,almacenaban,almacenabas,almacené,almacenaste,almacenó,almacenamos,almacenasteis,almacenaron,almacenaste,almacenaré,almacenarás,almacenará,almacenaremos,almacenaréis,almacenarán,almacenarás,almacenaría,almacenarías,almacenaría,almacenaríamos,almacenaríais,almacenarían,almacenarías,0.0004445324238209,store
814,disculpar,1545,disculpo,disculpas,disculpa,disculpamos,disculpáis,disculpan,disculpás,disculpaba,disculpabas,disculpaba,disculpábamos,disculpabais,disculpaban,disculpabas,disculpé,disculpaste,disculpó,disculpamos,disculpasteis,disculparon,disculpaste,disculparé,disculparás,disculpará,disculparemos,disculparéis,disculparán,disculparás,disculparía,disculparías,disculparía,disculparíamos,disculparíais,disculparían,disculparías,0.0004445324238209,Apologize
